metragem_m2,terreno_m2,quartos,banheiros,vagas_garagem,qualidade,idade_anos,preco_mil
91.0,656.3,3,1,2,5,32,135.0
140.5,196.7,2,2,2,6,7,168.5
166.3,966.2,4,1,2,6,34,165.2
103.7,929.0,3,1,2,6,48,160.0
132.1,1146.6,3,1,1,5,47,139.9
141.2,891.9,3,1,1,6,55,153.0
193.2,1078.2,5,1,2,5,38,135.0
125.4,838.0,3,1,2,6,44,168.5
162.6,836.1,3,1,1,5,126,124.0
144.4,426.4,2,2,2,8,1,209.5
131.1,1105.5,3,2,2,7,32,82.5
98.1,859.4,3,1,1,5,53,139.4
98.1,648.4,0,0,2,6,30,144.0
315.4,1012.3,8,2,0,6,93,200.0
74.3,568.6,1,1,0,2,73,60.0
128.9,557.4,3,2,1,5,55,93.0
74.0,815.4,2,1,0,5,98,85.0
145.6,369.9,1,2,3,8,0,264.6
141.0,1177.7,1,1,2,8,5,274.0
179.2,655.0,3,2,2,7,6,226.0
251.2,1287.6,4,2,2,8,37,345.0
150.5,1002.7,4,2,2,5,38,152.0
164.1,853.5,2,2,3,9,0,370.9
91.1,978.3,3,1,2,6,36,143.2
97.4,668.9,3,1,2,5,58,98.3
101.6,971.0,3,1,2,6,55,155.0
170.8,715.4,4,1,2,6,44,155.0
58.5,179.9,1,1,0,4,37,84.5
154.7,754.8,3,2,2,7,1,206.0
140.3,843.9,4,1,1,4,69,108.0
159.4,812.9,2,2,2,7,13,191.0
136.5,958.8,3,1,1,6,102,135.0
196.3,969.6,2,2,3,8,13,350.0
101.5,156.1,3,1,1,6,39,88.0
97.8,929.7,3,1,1,5,49,145.5
139.5,668.9,3,1,1,7,77,149.0
135.5,1626.1,3,1,1,6,62,97.5
138.1,923.2,3,1,2,5,45,167.0
179.8,1150.5,3,2,2,7,31,197.9
227.4,4328.3,4,2,3,8,15,402.0
129.3,1259.8,2,1,2,6,41,110.0
109.7,930.1,3,2,2,4,36,137.5
194.8,1941.3,1,1,3,8,1,423.0
179.9,1040.0,3,2,2,8,6,230.5
221.1,1714.1,3,2,2,6,42,129.0
156.0,754.8,3,2,2,6,14,193.5
133.5,1316.9,3,1,2,5,50,168.0
109.6,1077.7,2,1,1,4,84,137.5
137.1,802.0,3,2,2,6,4,173.5
127.2,615.9,3,2,1,6,84,103.6
112.2,1045.2,3,1,2,6,29,165.0
170.8,1341.7,3,2,2,6,50,257.5
105.5,854.7,3,1,1,6,43,140.0
133.9,212.7,3,2,2,6,31,148.5
164.8,891.9,4,2,3,4,106,87.0
73.6,838.2,2,1,1,5,85,109.5
190.1,1100.3,3,2,3,8,1,372.5
91.8,923.9,3,1,2,5,46,128.5
85.7,744.3,2,2,1,6,30,143.0
141.2,418.1,3,1,1,5,77,159.4
119.9,268.2,2,1,2,6,12,173.0
155.0,1045.0,3,2,3,9,5,285.0
170.8,1558.0,4,2,2,7,12,221.0
194.2,470.3,3,2,2,7,23,207.5
163.6,948.3,3,3,2,7,0,227.9
102.4,474.3,2,2,2,7,3,148.8
131.8,751.5,2,2,2,8,0,392.0
126.5,703.9,2,2,2,6,2,194.7
78.8,411.2,1,1,2,6,4,141.0
401.0,2000.7,4,3,3,10,13,755.0
234.0,2432.0,4,2,2,7,17,335.0
99.7,501.7,2,1,1,5,85,108.5
143.0,568.6,3,1,2,5,73,141.5
105.6,1283.1,2,2,2,6,19,176.0
57.2,557.4,2,1,1,5,85,89.0
106.7,596.4,2,1,1,5,54,123.5
83.1,785.0,3,1,1,5,45,138.5
129.2,397.8,2,2,2,7,4,196.0
167.2,1331.4,3,2,3,8,4,312.5
108.1,891.9,3,1,2,7,37,140.0
239.3,1155.5,4,2,3,8,0,361.9
168.3,708.9,4,2,2,5,110,140.0
137.9,780.4,3,2,2,7,6,213.0
101.5,520.3,3,2,0,4,80,55.0
169.5,10697.7,2,2,2,7,36,302.0
123.0,579.7,2,2,2,8,3,254.0
135.3,837.8,3,2,2,7,0,179.5
84.0,665.4,3,1,1,5,42,109.9
67.7,383.7,2,1,0,3,73,52.0
109.4,809.4,2,1,1,4,110,102.8
114.1,434.0,2,2,2,8,20,189.0
89.2,917.2,3,1,2,4,36,129.0
137.4,1255.8,3,2,2,6,34,130.5
125.4,942.0,3,2,2,6,35,165.0
237.3,1003.4,3,1,2,7,117,159.5
109.4,929.0,3,1,2,5,35,157.0
224.6,979.4,3,2,3,7,15,341.0
90.2,921.6,3,1,1,5,37,128.5
161.8,609.7,2,2,2,8,21,275.0
78.8,411.2,1,1,2,6,6,143.0
80.3,754.4,3,1,2,4,39,124.5
136.6,759.2,4,2,1,4,54,135.0
157.7,1234.3,3,2,3,9,2,320.0
80.3,646.6,3,1,2,4,39,120.5
156.1,2015.5,3,2,2,6,21,222.0
114.5,679.5,2,2,2,7,2,194.5
165.0,1066.1,4,2,3,5,51,110.0
112.2,579.7,2,1,2,4,84,103.0
150.1,500.7,2,2,2,8,15,236.5
106.5,890.9,3,2,2,7,4,187.5
188.7,1059.5,3,2,2,7,10,222.5
106.3,929.0,3,1,1,5,48,131.4
88.1,834.1,3,1,1,5,39,108.0
164.3,1003.4,2,1,2,7,92,163.0
96.6,793.8,2,2,2,3,56,93.5
167.3,972.0,3,2,3,8,1,239.9
111.5,1003.4,3,3,0,5,22,179.0
160.5,865.2,3,2,2,7,5,190.0
133.0,891.9,2,2,2,5,97,132.0
84.7,628.8,3,1,1,6,47,142.0
125.3,785.0,3,2,2,7,7,179.0
136.0,1197.1,3,2,2,5,46,175.0
124.2,501.2,2,2,2,8,15,180.0
252.2,832.7,4,3,2,8,32,299.8
209.6,817.1,4,2,2,7,9,236.0
245.3,1087.0,4,1,4,7,129,266.0
159.8,984.1,3,2,2,7,14,260.4
142.0,780.9,4,2,1,4,64,98.0
105.9,817.5,3,1,0,4,100,96.5
122.6,720.0,3,2,2,7,4,162.0
138.8,858.1,3,2,2,6,9,217.0
194.9,951.3,3,2,3,8,1,275.5
95.3,736.7,3,1,2,6,40,156.0
136.7,300.1,3,2,2,6,10,172.5
164.3,1000.5,3,2,2,8,2,212.0
128.8,1079.2,3,2,2,6,32,158.9
139.4,211.8,3,2,2,7,9,179.4
235.1,1138.7,4,2,3,8,12,290.0
80.3,845.4,2,1,1,6,50,127.5
120.9,642.1,2,1,2,5,85,100.0
143.7,802.7,3,2,2,7,1,215.2
219.7,876.1,3,2,3,8,10,337.0
138.8,887.1,2,1,2,8,11,270.0
139.9,1355.2,2,2,2,9,0,264.1
159.2,968.1,3,2,2,7,22,196.5
162.6,1162.0,4,2,1,6,68,160.0
170.6,845.4,3,2,2,7,2,216.8
304.6,4970.7,4,3,3,8,7,538.0
79.7,673.7,2,1,2,5,27,134.9
113.3,824.7,2,1,2,4,55,102.0
103.8,726.4,3,1,2,6,34,107.0
84.7,943.0,2,1,1,5,49,114.5
183.3,1321.6,3,2,3,8,1,395.0
111.9,418.1,2,2,2,6,11,162.0
149.9,1041.4,3,2,3,7,1,221.5
83.1,1240.3,3,1,2,5,32,142.5
187.7,780.4,4,2,2,5,30,144.0
93.3,978.3,2,1,2,6,29,135.0
116.4,731.6,3,2,2,7,12,176.0
148.9,664.5,3,2,2,6,14,175.9
132.9,1512.9,3,2,2,7,8,187.1
103.1,845.5,1,1,2,5,31,165.5
137.9,585.3,3,2,0,6,94,128.0
124.7,909.5,3,2,2,6,42,161.5
153.5,1003.4,4,2,1,5,95,139.0
193.6,942.2,4,2,2,7,6,233.0
83.7,557.4,2,1,1,4,54,107.9
193.9,1133.9,5,2,2,6,41,187.5
106.4,295.6,2,2,2,7,4,160.2
98.7,1052.9,3,1,2,6,31,146.8
187.0,921.6,3,2,2,7,11,269.8
139.0,850.8,3,2,2,8,0,225.0
176.1,1006.3,3,2,2,7,14,194.5
145.3,780.4,3,2,2,6,30,171.0
119.4,761.5,3,1,2,6,30,143.5
71.8,713.2,2,1,1,5,55,110.0
291.7,1255.9,4,3,3,9,1,485.0
164.3,668.9,3,1,1,5,70,175.0
156.8,1189.0,4,2,2,6,11,200.0
111.1,445.9,2,1,2,4,91,109.9
135.3,761.7,3,2,2,7,3,189.0
262.2,1290.5,4,3,3,9,1,582.9
104.8,836.1,2,1,1,5,52,118.0
132.7,1140.3,3,2,2,7,0,227.7
91.0,905.8,3,2,1,5,39,135.5
146.4,1986.6,3,1,2,5,86,223.5
100.9,1244.9,3,1,2,5,40,160.0
198.6,752.5,2,2,2,5,111,106.0
121.6,942.0,3,1,2,6,32,181.0
78.8,412.3,1,1,2,6,4,144.5
97.0,809.4,2,1,2,5,58,56.0
134.0,905.8,4,1,1,6,49,157.9
116.1,766.3,3,1,1,5,88,116.0
154.3,1127.6,3,2,2,7,12,224.9
93.6,1061.4,2,1,1,5,52,137.0
156.9,1232.4,3,2,3,8,6,271.0
97.7,819.0,3,1,2,6,39,155.0
126.2,591.9,2,2,2,7,1,224.0
152.4,671.3,3,2,2,7,5,183.0
87.0,557.4,2,1,2,4,56,93.0
161.0,1151.4,3,2,2,7,4,225.0
138.3,919.7,3,2,1,6,69,139.5
138.3,1042.0,3,2,2,8,0,232.6
193.6,1375.2,2,2,3,10,1,385.0
72.8,569.5,2,1,0,5,84,109.5
133.2,792.4,3,2,2,7,8,189.0
197.5,2666.1,3,2,2,5,42,185.0
113.6,236.3,2,2,2,7,1,147.4
129.3,1105.5,3,1,2,6,51,166.0
111.5,295.4,2,2,2,7,1,151.0
169.9,887.0,3,2,2,7,7,237.0
140.8,929.4,3,1,2,6,45,167.0
106.3,731.6,3,1,2,5,47,140.0
99.1,891.9,2,2,2,4,60,128.0
144.8,752.5,2,1,2,5,59,153.5
91.7,156.1,2,1,1,6,35,100.0
102.1,884.9,3,1,1,5,13,144.0
111.5,1093.2,3,1,1,5,62,130.5
137.7,1129.2,4,2,1,6,83,140.0
143.0,969.9,3,2,2,5,104,157.5
108.2,838.0,3,1,2,6,42,174.9
167.2,743.2,6,2,0,5,46,141.0
131.6,1176.6,4,1,3,5,93,153.9
158.0,1546.6,3,2,2,5,32,171.0
164.9,865.6,3,2,2,7,16,213.0
80.3,1442.1,3,1,1,5,37,133.5
219.1,4236.4,5,3,2,6,100,240.0
172.3,891.9,3,2,2,6,31,187.0
78.8,412.0,1,1,2,6,4,131.5
135.3,296.9,2,2,2,8,3,215.0
152.9,662.2,4,2,1,7,66,164.0
134.2,1123.7,3,1,2,6,45,158.0
165.3,1664.8,3,1,2,5,51,170.0
96.6,640.8,3,1,1,5,48,127.0
95.3,1019.1,3,1,2,6,30,147.0
137.6,754.8,3,2,2,6,15,174.0
127.3,966.2,3,2,2,7,33,152.0
246.6,1024.6,4,2,2,6,38,250.0
132.5,710.0,3,1,1,7,89,190.0
96.5,1080.0,3,1,2,5,45,131.5
101.9,898.6,3,2,2,6,26,152.0
106.7,736.8,3,1,1,5,50,132.5
127.5,802.7,3,2,2,7,1,250.6
93.1,812.9,3,1,2,5,39,148.5
152.9,990.0,3,2,3,8,1,248.9
104.1,647.5,3,1,2,4,46,129.0
215.5,1371.4,2,2,2,5,58,169.0
181.1,923.3,3,2,2,7,17,236.0
83.1,613.2,2,1,1,5,47,109.5
156.3,812.9,3,2,2,6,12,200.5
84.5,826.1,3,1,2,5,55,116.0
117.8,1128.2,3,1,1,5,60,133.0
105.1,531.4,3,1,1,5,68,66.5
242.5,836.1,4,2,2,8,0,303.5
96.6,2349.1,3,1,2,4,44,132.2
206.6,820.7,4,2,3,9,5,350.0
107.3,1094.6,3,1,2,5,49,148.0
80.3,650.3,3,1,1,5,31,136.5
101.3,652.6,2,1,2,5,2,157.0
159.5,1278.2,3,2,2,7,17,187.5
148.0,895.2,3,2,2,6,17,178.0
207.2,576.4,5,1,1,4,94,118.5
82.9,664.3,3,1,1,5,42,100.0
158.8,475.6,2,2,2,9,9,328.9
159.1,779.7,4,2,2,5,47,145.0
129.4,1529.7,3,1,1,5,53,135.5
206.0,1473.9,4,2,2,8,37,268.0
139.8,1129.7,2,1,2,6,56,149.5
85.8,749.2,3,1,2,5,58,122.9
156.4,1039.0,3,2,2,6,31,172.5
99.2,781.7,3,1,1,6,43,154.5
128.5,1234.1,3,1,1,5,54,165.0
142.6,652.0,4,2,2,5,30,118.9
166.9,655.5,4,1,2,6,45,140.0
88.4,814.3,2,1,1,4,70,106.5
208.1,652.0,6,2,2,5,30,143.0
219.6,1200.2,2,2,3,9,1,611.7
114.8,649.7,3,1,1,5,45,135.0
79.7,681.9,2,1,1,4,36,110.0
121.3,809.4,2,1,1,5,52,153.0
140.2,731.6,3,2,2,7,3,180.0
155.1,1380.4,3,2,3,7,0,240.0
83.8,573.5,3,1,1,5,40,125.5
98.8,921.6,3,1,1,5,56,128.0
152.0,1254.3,3,2,3,8,1,255.0
191.1,1068.4,3,1,1,7,70,250.0
83.8,825.4,2,1,2,5,23,131.0
137.9,1169.6,3,2,2,6,4,174.0
211.3,1077.7,5,2,2,5,50,154.3
117.8,862.7,3,1,1,5,32,143.5
94.3,568.6,3,1,1,5,81,88.0
186.0,582.5,4,2,3,5,58,145.0
113.7,278.7,2,2,2,6,0,173.7
101.5,185.9,3,1,1,4,37,75.0
44.6,836.1,1,0,1,2,57,35.3
114.2,1592.4,3,1,1,4,53,135.0
197.6,1219.4,4,2,3,7,16,238.0
131.4,1024.6,3,1,2,6,50,176.5
159.9,786.1,3,2,2,6,13,201.0
204.4,815.4,4,2,0,5,108,145.9
122.3,951.0,3,2,2,6,1,170.0
150.2,744.3,2,2,2,6,15,193.0
156.6,951.3,3,2,2,6,26,207.5
104.6,1450.3,3,2,2,5,31,175.0
220.6,1114.7,4,2,3,8,4,285.0
183.8,919.7,4,2,2,7,40,176.0
166.1,1099.8,3,2,2,8,8,236.5
207.7,1208.3,4,2,2,7,9,222.0
136.2,829.2,3,2,3,8,2,201.0
85.9,845.4,2,1,1,5,44,117.5
177.0,1084.2,3,2,3,9,1,320.0
139.4,788.5,3,2,2,7,5,190.0
192.2,2568.8,4,2,2,7,48,242.0
69.4,541.2,1,1,2,4,80,79.9
111.5,936.7,2,2,2,7,6,184.9
183.1,898.8,3,2,2,7,4,253.0
182.3,813.8,3,2,3,7,0,239.8
223.2,2238.0,4,2,1,7,70,244.4
160.5,1174.3,4,2,2,6,30,150.9
191.4,813.4,3,2,2,7,10,214.0
133.8,716.4,4,2,0,4,30,150.0
151.6,2322.6,4,2,2,5,40,143.0
124.9,1335.5,3,1,2,6,51,137.5
173.6,819.4,2,1,2,5,119,124.9
106.3,758.4,3,1,1,5,47,143.0
151.3,1350.4,3,2,3,8,5,270.0
165.0,1301.2,3,2,2,7,4,192.5
128.3,869.6,3,1,2,6,38,197.5
80.3,668.9,3,1,2,5,57,129.0
89.7,724.6,3,1,1,5,41,119.9
71.3,668.9,2,1,1,5,37,133.9
182.8,1028.9,4,2,2,5,39,172.0
91.0,873.3,4,2,0,6,31,127.5
181.9,663.0,4,2,2,6,61,145.0
114.2,120.8,2,1,2,6,29,124.0
98.2,689.3,3,1,2,5,45,132.0
124.2,785.0,3,2,2,7,4,185.0
131.6,238.9,3,2,2,7,11,155.0
79.7,669.6,2,1,0,5,52,116.5
266.8,1135.9,4,2,2,6,31,272.0
143.8,214.4,3,2,2,6,31,155.0
167.2,1107.7,2,2,2,9,2,239.0
176.0,1051.3,4,2,2,7,8,214.9
137.9,951.0,3,2,2,6,2,178.9
121.5,891.9,2,1,1,5,69,160.0
102.0,686.6,3,1,1,5,53,135.0
89.9,550.5,2,1,0,3,99,37.9
101.7,964.5,2,1,1,6,48,140.0
110.7,1003.4,4,1,0,4,57,135.0
151.1,210.7,2,2,2,7,6,173.0
85.3,733.2,2,2,1,6,31,99.5
132.7,1081.3,3,2,2,7,1,182.0
187.6,1060.4,3,1,2,7,99,167.5
128.4,246.3,3,2,2,7,6,165.0
80.7,548.1,2,1,0,4,83,85.5
115.3,397.1,1,1,2,7,1,199.9
83.1,877.9,3,1,2,4,53,110.0
104.1,819.0,3,1,2,5,46,139.0
92.8,1126.2,3,1,2,7,47,178.4
242.7,1133.7,4,2,3,8,11,336.0
117.6,295.6,2,2,2,7,1,159.9
212.7,1045.2,4,2,2,8,6,255.9
161.1,940.6,4,2,2,5,32,126.0
108.1,1010.8,3,1,1,5,58,125.0
151.9,493.3,2,1,1,6,96,117.0
180.2,943.8,3,2,3,9,1,395.2
188.6,1119.1,4,2,2,6,31,195.0
146.4,754.8,3,2,2,7,0,197.0
222.2,878.1,3,2,3,8,9,348.0
161.8,1641.7,4,1,2,8,127,168.0
172.0,906.7,3,2,2,6,43,187.0
139.4,821.8,3,2,2,6,1,173.9
159.6,1157.2,3,2,3,10,3,337.5
114.3,437.8,3,1,1,4,60,121.6
97.5,990.3,3,1,1,5,45,136.5
134.0,1088.5,2,2,2,6,39,185.0
100.1,909.1,3,1,1,3,84,91.0
112.2,628.2,2,2,2,7,4,206.0
87.7,948.2,2,1,2,3,57,82.0
64.2,501.7,2,1,1,5,87,86.0
146.2,1110.8,3,2,3,8,2,232.0
156.1,1068.4,4,2,2,5,31,136.9
139.7,295.6,1,2,2,7,4,181.0
91.5,779.0,3,2,1,5,31,149.9
153.9,1129.2,3,2,2,6,37,163.5
101.5,206.0,3,1,1,4,39,88.0
158.9,1125.8,3,2,2,7,5,240.0
141.4,557.4,4,2,0,5,80,102.0
118.1,1977.5,4,2,1,5,60,135.0
154.6,912.8,4,2,0,5,45,100.0
139.5,984.0,3,1,1,6,84,165.0
94.9,668.9,2,1,1,5,99,85.0
100.5,1083.6,2,1,1,6,59,119.2
154.7,780.4,3,2,2,8,8,227.0
139.7,1104.0,3,2,2,7,13,203.0
126.3,540.1,1,1,2,8,25,187.5
136.8,1001.9,3,2,2,7,16,160.0
139.9,279.9,2,2,2,7,1,213.5
105.2,652.6,2,1,2,4,3,176.0
113.3,688.0,2,2,2,7,0,194.0
115.9,876.9,2,1,1,5,77,87.0
139.7,295.6,2,2,2,7,3,191.0
269.2,1439.8,2,2,2,8,32,287.0
81.9,715.4,3,1,2,5,35,112.5
117.4,864.0,3,1,2,5,50,167.5
152.9,884.4,3,2,3,8,1,293.1
127.8,881.8,3,1,1,5,66,105.0
113.2,156.1,3,1,1,6,34,118.0
179.1,657.9,5,2,0,5,90,160.0
286.3,1473.7,5,2,2,7,89,197.0
234.1,1350.9,5,2,3,8,13,310.0
153.7,754.8,3,2,3,7,4,230.0
88.6,585.8,2,1,1,5,69,119.8
78.5,1068.4,3,1,1,4,52,84.0
150.5,1198.3,2,2,3,9,2,315.5
210.2,858.4,3,2,2,8,7,287.0
124.9,142.4,3,1,0,4,39,97.0
58.5,137.2,1,1,1,4,39,80.0
167.5,1219.4,3,2,2,5,49,155.0
151.6,848.2,4,1,2,6,42,173.0
121.3,499.9,1,2,2,6,4,196.0
216.4,1099.9,4,2,2,7,18,262.3
234.5,891.9,4,2,2,8,28,278.0
161.0,1270.9,4,2,2,3,54,139.6
266.4,1491.7,4,3,3,9,1,556.6
92.0,858.9,3,1,2,5,14,145.0
164.5,2020.6,3,1,2,5,49,115.0
86.4,1031.2,2,1,1,4,64,84.9
121.0,835.5,3,2,2,7,0,176.5
122.3,1038.2,3,2,2,7,0,200.1
183.7,882.6,4,1,2,6,43,165.0
141.8,795.4,4,1,1,5,53,144.5
184.8,1056.0,3,2,2,8,4,255.0
141.5,1055.5,3,2,2,6,32,180.0
126.7,655.2,2,2,2,7,1,185.8
171.9,2783.3,3,2,2,7,15,248.0
202.9,1050.5,3,2,3,9,1,335.0
185.0,1047.5,3,1,2,6,75,220.0
124.3,457.1,2,2,2,8,9,213.5
83.1,1672.3,2,1,3,3,73,81.0
217.1,1263.5,5,2,2,5,107,90.0
102.5,557.4,2,1,2,6,81,110.5
107.2,1021.9,3,1,2,5,43,154.0
210.0,1300.6,3,2,2,7,14,328.0
146.0,728.1,3,2,2,6,16,178.0
149.7,906.7,4,1,2,6,44,167.9
234.2,368.3,5,2,2,6,33,151.4
83.0,891.9,2,1,2,5,58,135.0
97.4,943.2,3,1,1,5,51,135.0
144.6,1087.0,4,1,2,6,41,154.0
135.3,704.7,4,1,1,5,58,91.5
132.5,738.6,3,1,2,6,32,159.5
115.2,794.9,2,2,3,7,1,194.0
161.7,1219.4,3,1,1,7,67,219.5
136.2,1003.4,3,2,2,5,70,170.0
101.8,1474.4,3,1,1,5,37,138.8
78.8,412.0,1,1,2,6,2,155.9
92.0,815.2,3,1,1,5,13,126.0
116.9,1025.6,3,2,2,6,37,145.0
96.6,696.8,3,1,1,5,47,133.0
135.5,812.8,3,2,2,7,5,192.0
116.2,817.5,3,1,1,6,42,160.0
139.2,1210.6,3,2,2,6,11,187.5
92.5,842.5,2,1,2,6,18,147.0
101.5,183.4,3,1,1,4,37,83.5
181.4,982.4,3,2,3,8,4,252.0
158.8,234.3,3,2,2,7,2,137.5
115.9,308.1,1,1,2,8,1,197.0
96.6,793.8,2,2,2,3,59,92.9
116.3,200.7,2,2,2,7,9,160.0
157.4,780.4,4,2,2,6,83,136.5
111.5,857.5,1,1,2,5,41,146.0
87.0,545.2,2,1,1,5,54,129.0
122.1,865.6,3,2,2,6,1,176.4
125.9,639.4,3,1,0,6,93,127.0
101.1,343.4,2,1,2,8,21,170.0
123.0,557.4,3,1,1,4,73,128.0
148.7,1103.7,3,2,2,7,31,157.0
40.7,780.4,1,1,1,2,89,60.0
88.3,906.5,3,1,1,5,36,119.5
105.4,650.3,2,1,1,5,47,135.0
110.9,827.8,3,1,2,6,47,159.5
121.0,187.3,3,2,2,5,37,106.0
243.6,1138.6,3,2,2,8,16,325.0
134.0,962.2,3,2,2,7,17,179.9
187.8,2160.6,3,2,2,7,0,274.7
157.0,749.1,3,2,2,6,7,181.0
170.6,1055.6,3,2,3,8,5,280.0
154.0,743.2,3,2,2,6,13,188.0
182.5,973.6,4,2,2,7,32,205.0
75.8,659.6,2,1,1,5,49,129.9
93.6,829.0,2,1,1,5,54,134.5
77.4,501.7,2,1,1,5,52,117.0
161.1,1122.7,3,2,3,8,0,318.0
131.8,720.0,3,2,2,8,7,184.1
83.1,907.1,3,1,2,5,41,130.0
148.7,1284.4,3,1,1,5,50,140.0
96.6,702.3,3,1,1,5,47,133.7
94.0,767.7,2,1,1,6,87,118.4
144.2,936.8,3,2,3,7,1,212.9
89.2,829.3,3,1,1,4,53,112.0
64.8,873.8,2,1,0,5,62,118.0
137.7,847.7,3,2,2,7,15,163.9
93.4,969.4,2,1,2,4,54,115.0
144.5,342.3,2,2,3,7,2,174.0
142.1,1353.8,3,2,3,7,3,259.0
182.0,1095.9,4,2,2,7,3,215.0
87.0,668.9,2,1,2,5,27,140.0
184.0,725.0,4,2,2,4,81,135.0
90.5,995.2,3,1,0,5,16,93.5
205.3,919.7,5,2,1,6,127,117.5
187.7,913.1,3,2,2,8,14,239.5
148.6,815.0,3,2,2,6,10,169.0
91.6,574.1,2,1,1,6,81,102.0
116.3,891.9,3,1,1,6,58,119.0
94.8,589.2,2,1,0,5,135,94.0
145.6,912.2,2,2,2,6,32,196.0
108.4,811.1,3,1,2,5,87,144.0
88.4,682.8,2,1,2,5,57,139.0
173.5,957.3,4,2,2,5,33,197.5
262.7,925.8,4,3,3,8,1,424.9
93.5,836.1,3,1,0,5,49,80.0
85.8,1131.6,2,1,1,4,69,80.0
146.4,579.7,3,1,1,5,78,149.0
120.6,1040.5,3,2,2,6,21,180.0
145.3,1114.8,3,1,1,7,68,174.5
103.2,529.5,2,1,1,7,82,116.9
137.7,836.1,3,1,2,7,89,143.0
86.6,769.2,2,1,1,6,57,124.0
136.2,1649.5,3,1,2,5,47,149.9
168.2,1311.3,2,1,2,6,50,230.0
75.8,547.2,2,1,1,6,78,120.5
169.1,1272.8,4,1,2,7,43,201.8
133.5,1000.4,3,2,2,5,31,218.0
117.5,868.6,3,2,2,5,43,179.9
122.1,464.6,2,2,2,7,2,230.0
146.8,1108.5,3,2,3,8,1,235.1
174.3,847.3,4,2,2,6,34,185.0
135.3,211.8,3,2,2,6,32,146.0
152.4,1372.9,3,1,2,6,54,224.0
83.1,810.5,3,1,2,5,39,129.0
116.9,1198.4,0,0,2,4,39,109.0
133.0,1501.0,2,1,2,5,29,194.0
139.5,886.4,3,2,2,7,0,233.2
157.4,973.2,3,2,3,8,2,245.4
155.2,1008.2,3,2,2,6,6,173.0
195.8,1275.4,4,2,2,6,73,235.0
337.0,3322.2,4,3,3,10,11,625.0
103.9,917.9,3,1,1,6,31,171.0
117.2,847.3,3,1,2,6,50,163.0
116.1,373.2,2,2,2,7,2,171.9
286.7,1675.0,3,3,0,5,61,200.5
217.9,1538.5,4,2,2,6,74,239.0
266.8,992.0,4,2,2,8,15,285.0
85.7,645.8,3,1,1,5,24,119.5
113.7,367.0,3,1,1,6,83,115.0
124.8,713.6,3,1,1,5,88,154.9
104.4,774.3,3,1,0,5,52,93.0
233.6,1037.7,4,2,2,7,16,250.0
153.5,519.0,2,2,2,8,0,392.5
415.8,1451.4,4,3,3,10,11,745.0
105.0,1003.4,2,1,2,5,86,120.0
146.0,3264.0,3,1,3,5,44,186.7
113.4,904.7,4,1,1,5,82,104.9
157.8,986.2,3,2,2,3,109,95.0
150.9,1157.7,2,2,3,8,12,262.0
154.2,830.1,3,2,2,7,7,195.0
167.6,696.8,3,2,2,7,11,189.0
150.7,3015.9,3,1,4,4,46,168.0
133.9,245.7,2,2,2,8,8,174.0
136.8,891.9,3,1,1,5,82,125.0
113.7,418.1,2,2,2,6,10,165.0
125.6,869.9,4,1,1,6,41,158.0
135.3,745.9,3,2,2,6,3,176.0
173.1,1305.7,4,2,3,7,0,219.2
157.0,822.2,3,1,1,7,90,144.0
112.6,845.4,3,2,2,7,8,178.0
128.4,1043.8,3,1,2,4,43,148.0
80.3,868.9,3,1,1,4,36,116.0
165.3,966.2,3,2,2,7,11,197.9
125.2,557.4,3,1,1,5,84,117.0
151.4,905.8,3,2,2,7,9,213.0
99.8,942.0,3,1,2,5,31,153.5
204.0,1364.2,3,2,3,7,19,271.9
98.1,826.8,2,1,1,4,40,107.0
157.9,848.7,3,2,2,6,3,200.0
119.2,721.2,3,1,2,5,46,140.0
154.2,945.9,3,2,2,8,0,290.0
171.4,1042.2,3,2,2,6,18,189.0
162.8,1127.3,4,2,2,8,22,164.0
62.4,867.7,2,1,1,4,68,113.0
89.2,951.9,0,0,1,4,41,145.0
92.8,948.1,3,1,1,5,44,134.5
83.1,659.1,3,1,1,5,41,125.0
176.7,829.6,4,2,2,6,32,112.0
122.1,802.7,3,2,2,8,0,229.5
84.7,579.7,2,1,0,4,59,80.5
113.2,156.1,3,1,0,6,35,91.5
84.7,724.6,2,1,1,5,42,115.0
112.5,766.5,3,1,1,5,40,134.0
171.5,975.1,3,2,1,6,58,143.0
198.4,992.2,4,2,2,5,55,137.9
138.4,1429.2,3,2,2,7,4,184.0
105.7,973.8,3,1,1,6,49,145.0
179.6,1356.2,4,2,3,6,1,214.0
84.7,824.2,2,1,2,5,43,147.0
158.1,814.7,1,1,3,9,0,367.3
140.0,734.9,4,2,1,5,48,127.0
243.4,1754.9,4,2,2,5,30,190.0
110.6,718.0,3,1,2,5,44,132.5
113.7,914.4,2,2,2,4,45,101.8
110.4,1129.7,3,1,2,5,51,142.0
182.5,792.0,4,1,0,5,97,130.0
165.7,1220.0,4,1,1,5,92,138.9
151.1,244.1,2,2,2,7,7,175.5
181.0,1151.3,4,2,2,7,2,195.0
106.0,1214.4,3,1,2,6,1,142.5
137.9,839.6,2,2,2,8,1,265.9
164.3,757.9,3,2,2,7,5,224.9
156.9,915.0,3,2,3,7,0,248.3
109.0,987.1,3,2,2,7,36,170.0
192.9,1290.5,2,2,3,10,0,465.0
140.9,1062.3,3,1,2,8,77,230.0
173.5,1123.2,3,3,2,6,23,178.0
144.3,754.8,3,2,2,7,1,186.5
